Gemeindekennziffer;Politische Gemeinde;Ortschaftskennziffer;Ortschaftsname;Straßenkennziffer;Straßenname;Postleitzahl;Gemeindecode
50101;Salzburg;13582;Salzburg;093135;Schiffhofweg;5020;50101
50101;Salzburg;13582;Salzburg;093136;Josef-Meinrad-Straße;5026;50101
50101;Salzburg;13582;Salzburg;093137;Adolf-Kolping-Straße;5020;50101
50101;Salzburg;13582;Salzburg;093798;Wilhelm-Spazier-Straße;5020;50101
50101;Salzburg;13582;Salzburg;093799;Gustav-Mahler-Promenade;5020;50101
50101;Salzburg;13582;Salzburg;093876;Am Messezentrum;5020;50101
50101;Salzburg;13582;Salzburg;094686;Trude-Engelsberger-Weg;5020;50101
50101;Salzburg;13582;Salzburg;094688;Anton-Graf-Straße;5020;50101
50101;Salzburg;13582;Salzburg;094689;Vilniusstraße;5020;50101
50101;Salzburg;13582;Salzburg;097705;Harriet-Walderdorff-Weg;5026;50101
50101;Salzburg;13582;Salzburg;099666;Klostermaierhofweg;5020;50101
50101;Salzburg;13582;Salzburg;099667;Werner-v.-Siemens-Platz;5020;50101
50101;Salzburg;13582;Salzburg;101812;Bruno-Oberläuter-Platz;5020;50101
50101;Salzburg;13582;Salzburg;102518;Robert-Jungk-Platz;5020;50101
50101;Salzburg;13582;Salzburg;119016;Milchstraße;5020;50101
50101;Salzburg;13582;Salzburg;119240;Ulrike-Gschwandtner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;119589;Inge-Morath-Platz;5020;50101
50101;Salzburg;13582;Salzburg;127039;Louise-Piëch-Straße;5020;50101
50201;Abtenau;13583;Abtenau;075177;Markt;5441;50201
50201;Abtenau;13584;Au;087535;Au;5441;50201
50201;Abtenau;13585;Döllerhof;087536;Döllerhof;5441;50201
50201;Abtenau;13586;Erlfeld;087537;Erlfeld;5441;50201
50201;Abtenau;13587;Fischbach;087538;Fischbach;5441;50201
50201;Abtenau;13587;Fischbach;087538;Fischbach;5524;50201
50201;Abtenau;13588;Gseng;087539;Gseng;5441;50201
50201;Abtenau;13588;Gseng;087539;Gseng;5442;50201
50201;Abtenau;13589;Hallseiten;087540;Hallseiten;5441;50201
50201;Abtenau;13589;Hallseiten;087540;Hallseiten;5442;50201
50201;Abtenau;13590;Kehlhof;087541;Kehlhof;5441;50201
50201;Abtenau;13591;Leitenhaus;087542;Leitenhaus;5441;50201
50201;Abtenau;13591;Leitenhaus;087542;Leitenhaus;5524;50201
50201;Abtenau;13592;Lindenthal;087543;Lindenthal;5441;50201
50201;Abtenau;13593;Möselberg;087544;Möselberg;5441;50201
50201;Abtenau;13594;Pichl;087545;Pichl;5441;50201
50201;Abtenau;13595;Rigaus;087546;Rigaus;5441;50201
50201;Abtenau;13596;Salfelden;087547;Salfelden;5524;50201
50201;Abtenau;13597;Schorn;087548;Schorn;5441;50201
50201;Abtenau;13598;Schratten;087549;Schratten;5441;50201
50201;Abtenau;13599;Seetratten;087550;Seetratten;5441;50201
50201;Abtenau;13599;Seetratten;087550;Seetratten;5442;50201
50201;Abtenau;13600;Seydegg;087551;Seydegg;5441;50201
50201;Abtenau;13601;Stocker;087552;Stocker;5441;50201
50201;Abtenau;13602;Unterberg;087553;Unterberg;5441;50201
50201;Abtenau;13603;Wagner;087554;Wagner;5441;50201
50201;Abtenau;13604;Waldhof;087555;Waldhof;5441;50201
50201;Abtenau;13605;Wegscheid;087556;Wegscheid;5441;50201
50202;Adnet;13606;Adnet;087557;Adnet;5421;50202
50202;Adnet;13606;Adnet;087561;Wimberg;5421;50202
50202;Adnet;13607;Riedl;087558;Riedl;5421;50202
50202;Adnet;13608;Spumberg;087559;Spumberg;5421;50202
50202;Adnet;13608;Spumberg;087559;Spumberg;5424;50202
50202;Adnet;13609;Waidach;087560;Waidach;5421;50202
50202;Adnet;13610;Wimberg;087557;Adnet;5421;50202
50202;Adnet;13610;Wimberg;087561;Wimberg;5323;50202
50202;Adnet;13610;Wimberg;087561;Wimberg;5421;50202
50203;Annaberg-Lungötz;13611;Annaberg im Lammertal;087562;Annaberg;5524;50203
50203;Annaberg-Lungötz;13612;Braunötzhof;087563;Braunötzhof;5524;50203
50203;Annaberg-Lungötz;13613;Gappen;087564;Gappen;5523;50203
50203;Annaberg-Lungötz;13613;Gappen;087564;Gappen;5524;50203
50203;Annaberg-Lungötz;13614;Hefenscher;087565;Hefenscher;5524;50203
50203;Annaberg-Lungötz;13615;Klockau;087566;Klockau;5524;50203
50203;Annaberg-Lungötz;13616;Neubach;087567;Neubach;5523;50203
50203;Annaberg-Lungötz;13616;Neubach;087567;Neubach;5524;50203
50203;Annaberg-Lungötz;13617;Promberg;087568;Promberg;5523;50203
50203;Annaberg-Lungötz;13617;Promberg;087568;Promberg;5524;50203
50203;Annaberg-Lungötz;13618;Steuer;087569;Steuer;5524;50203
50204;Golling an der Salzach;13619;Golling an der Salzach;087570;Markt;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092123;Pfarrgasse;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092125;Bahnhofstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092126;Gangsteig;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092127;Schulstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092128;Durchlaßstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092129;Rabensteinweg;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092130;Wasserfallstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092131;Möslstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092132;Trögergasse;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092133;Klestererweg;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092134;Schnöllstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092135;Salzachstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092136;Siedlungsstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092137;Fichtenstraße;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092138;Bründlweg;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092154;Wiesenweg;5440;50204
50204;Golling an der Salzach;13619;Golling an der Salzach;092389;Moartalstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;072180;Wallpachstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;087571;Obergäu;5440;50204
50204;Golling an der Salzach;13620;Obergäu;091578;Kiefernweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092131;Möslstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092135;Salzachstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092136;Siedlungsstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092138;Bründlweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092139;Haarbergweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092140;Luegwinkelstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092141;Toffenstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092142;Kaindlstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092143;Pichlerweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092144;Lammerweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092145;Moartalsiedlung;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092146;Stieglerweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092147;Hildebrandweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092148;Gartenstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092149;Plaikhofweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092150;Tannenweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092151;Feichtenauweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092152;Birkenweg;5440;50204
50204;Golling an der Salzach;13620;Obergäu;092389;Moartalstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;120744;Holzerfeld;5440;50204
50204;Golling an der Salzach;13620;Obergäu;128351;Pass Luegstraße;5440;50204
50204;Golling an der Salzach;13620;Obergäu;128352;Reitbauernweg;5440;50204
50204;Golling an der Salzach;13621;Torren;087572;Torren;5440;50204
50204;Golling an der Salzach;13621;Torren;092130;Wasserfallstraße;5440;50204
50204;Golling an der Salzach;13621;Torren;092153;Bluntaustraße;5440;50204
50204;Golling an der Salzach;13621;Torren;092154;Wiesenweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092155;Hoferweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092156;Dörflergasse;5440;50204
50204;Golling an der Salzach;13621;Torren;092157;Thomannweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092158;Lerchnerweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092159;Maisenbichlerweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092160;Gufenweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092161;Schwarzenbachweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092162;Weißenbachstraße;5440;50204
50204;Golling an der Salzach;13621;Torren;092163;Hackerschmiedweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092164;Oberlandweg;5440;50204
50204;Golling an der Salzach;13621;Torren;092165;Taggerstraße;5440;50204
50204;Golling an der Salzach;13621;Torren;092166;Hochleitbichl;5440;50204
50205;Hallein;13622;Au;031925;Altengutrathstraße;5400;50205
50205;Hallein;13622;Au;031938;Bayernweg;5400;50205
50205;Hallein;13622;Au;031954;Burglehenweg;5400;50205
50205;Hallein;13622;Au;031961;Domkapitelweg;5400;50205
50205;Hallein;13622;Au;031963;Drifallgutweg;5400;50205
50205;Hallein;13622;Au;031974;Erzstiftstraße;5400;50205
50205;Hallein;13622;Au;031999;Glaneckerweg;5400;50205
50205;Hallein;13622;Au;032001;Götschenstraße;5400;50205
50205;Hallein;13622;Au;032004;Golserweg;5400;50205
50205;Hallein;13622;Au;032018;Hagerauweg;5400;50205
50205;Hallein;13622;Au;032023;Hallgrafenstraße;5400;50205
50205;Hallein;13622;Au;032050;Kirchenstraße;5400;50205
50205;Hallein;13622;Au;032060;Kumpfmillerweg;5400;50205
50205;Hallein;13622;Au;032073;Mooslehenweg;5400;50205
50205;Hallein;13622;Au;032093;Pabensteinstraße;5400;50205
50205;Hallein;13622;Au;032112;Puchsteinstraße;5400;50205
50205;Hallein;13622;Au;032118;Rehhofstraße;5400;50205
50205;Hallein;13622;Au;032130;Ruinenweg;5400;50205
50205;Hallein;13622;Au;032134;Salzburgerstraße;5400;50205
50205;Hallein;13622;Au;032138;Salzquellenweg;5400;50205
50205;Hallein;13622;Au;032139;Salzstadlstraße;5400;50205
50205;Hallein;13622;Au;032143;Schellenbergerstraße;5400;50205
50205;Hallein;13622;Au;032147;Schloßallee;5400;50205
50205;Hallein;13622;Au;032155;Seethalerstraße;5400;50205
50205;Hallein;13622;Au;032166;Steinbruchweg;5400;50205
50205;Hallein;13622;Au;032171;Sulzenlandstraße;5400;50205
50205;Hallein;13622;Au;032172;Teichweg;5400;50205
50205;Hallein;13622;Au;032179;Tuvalstraße;5400;50205
50205;Hallein;13622;Au;032180;Überfuhrstraße;5400;50205
50205;Hallein;13622;Au;032197;Wiesbergstraße;5400;50205
50205;Hallein;13622;Au;052811;Auwaldstraße;5400;50205
50205;Hallein;13622;Au;094259;Priesterbauerweg;5400;50205
50205;Hallein;13622;Au;103266;Köllererhofweg;5400;50205
50205;Hallein;13622;Au;111018;Braumeisterweg;5400;50205
50205;Hallein;13623;Burgfried;031919;Ahauserweg;5400;50205
50205;Hallein;13623;Burgfried;031936;Bauernbräuweg;5400;50205
50205;Hallein;13623;Burgfried;031937;Baumhofenweg;5400;50205
50205;Hallein;13623;Burgfried;031951;Bürgermeisterstraße;5400;50205
50205;Hallein;13623;Burgfried;031959;Degelestraße;5400;50205
50205;Hallein;13623;Burgfried;031964;Dückherweg;5400;50205
50205;Hallein;13623;Burgfried;032017;Hacklhofweg;5400;50205
50205;Hallein;13623;Burgfried;032065;Maraltstraße;5400;50205
50205;Hallein;13623;Burgfried;032154;Schwarzbergweg;5400;50205
50205;Hallein;13623;Burgfried;032161;St. Margarethenstraße;5400;50205
50205;Hallein;13623;Burgfried;032178;Tschusistraße;5400;50205
50205;Hallein;13623;Burgfried;032204;Wolfgrubweg;5400;50205
50205;Hallein;13623;Burgfried;052812;Bergerhofstraße;5400;50205
50205;Hallein;13623;Burgfried;052813;Brennerhofstraße;5400;50205
50205;Hallein;13623;Burgfried;052814;Fallnhauserhofstraße;5400;50205
50205;Hallein;13623;Burgfried;052815;Römerstraße;5400;50205
50205;Hallein;13623;Burgfried;052817;Wallmannhofstraße;5400;50205
50205;Hallein;13623;Burgfried;064981;Faberhofstraße;5400;50205
50205;Hallein;13623;Burgfried;071484;Weiglhofstraße;5400;50205
50205;Hallein;13623;Burgfried;074103;Raxlanerhofstraße;5400;50205
50205;Hallein;13623;Burgfried;097352;Porscheweg;5400;50205
50205;Hallein;13623;Burgfried;100765;Europastraße;5400;50205
50205;Hallein;13623;Burgfried;102094;Wäscherhofweg;5400;50205
50205;Hallein;13623;Burgfried;105186;Zellerweg;5400;50205
50205;Hallein;13623;Burgfried;105858;Baierweg;5400;50205
50205;Hallein;13623;Burgfried;112032;Am Kletzlhof;5400;50205
50205;Hallein;13623;Burgfried;112033;Kletzlgutweg;5400;50205
50205;Hallein;13624;Bad Dürrnberg;031920;Aigellehenweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;031955;Burgstallweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;031981;Fischpointweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;031986;Freudenbergweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;031998;Georgenbergsteig;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032000;Glannerbergweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032011;Grubenmühlweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032025;Hancarweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032030;Hellstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032035;Hofgasse;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032040;Hühnerleitenweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032042;Johann-Jakob-Weg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032048;Keltensteig;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032051;Kleinkirchentalweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032054;Knappensteig;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032057;Kranzbichlweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032062;Lettenbühel;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032075;Mosersteinstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032083;Niederplaickweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032086;Oberplaickweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032107;Plaickstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032111;Protestantenweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032115;Ramsaustraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032116;Raspenhöhweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032122;Riesenschmiedstraße;5400;50205
50205;Hallein;13624;Bad Dürrnberg;032128;Römersteig;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032131;Rumpelgasse;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032132;Rupertusplatz;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032165;Steinbergweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032173;Teuffenbachweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032189;Wallbrunnweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032192;Weißenwäschweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;032209;Zillstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;052816;Saggrabenweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;064997;Vorderplaickweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;068027;Abtswald;5422;50205
50205;Hallein;13624;Bad Dürrnberg;097356;Freygutweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;100766;Rengerweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;102958;Pfaffenbichlweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;103268;Hallersbichlweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;108321;Hinterplaickweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;110626;Dürrnberg-Landesstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;110627;Alte Dürrnbergstraße;5422;50205
50205;Hallein;13624;Bad Dürrnberg;110628;Dürschengutweg;5422;50205
50205;Hallein;13624;Bad Dürrnberg;110634;Kapellenfeldweg;5422;50205
50205;Hallein;13625;Gamp;031992;Gamperstraße;5400;50205
50205;Hallein;13625;Gamp;031993;Gamperstraße Süd;5400;50205
50205;Hallein;13625;Gamp;032046;Kastenstraße;5400;50205
50205;Hallein;13625;Gamp;032106;Pitschachweg;5400;50205
50205;Hallein;13625;Gamp;032159;Sonnenscheinweg;5400;50205
50205;Hallein;13625;Gamp;046645;Winterstallstraße;5400;50205
50205;Hallein;13625;Gamp;064986;Kalkofenweg;5400;50205
50205;Hallein;13626;Gries;031921;Almgriesweg;5400;50205
50205;Hallein;13626;Gries;031923;Almuferweg;5400;50205
50205;Hallein;13626;Gries;031970;Egglstraße;5400;50205
50205;Hallein;13626;Gries;032014;Guggenmoosstraße;5400;50205
50205;Hallein;13626;Gries;032020;Halleiner Landesstraße;5400;50205
50205;Hallein;13626;Gries;032068;Mayerhofferweg;5400;50205
50205;Hallein;13626;Gries;032071;Mohrweg;5400;50205
50205;Hallein;13626;Gries;032110;Praschweg;5400;50205
50205;Hallein;13626;Gries;032121;Riedlweg;5400;50205
50205;Hallein;13626;Gries;032178;Tschusistraße;5400;50205
50205;Hallein;13626;Gries;032202;Wiestal-Landesstraße;5400;50205
50205;Hallein;13626;Gries;097351;Mittermayerweg;5400;50205
50205;Hallein;13628;Hallein;031931;Augustinergasse;5400;50205
50205;Hallein;13628;Hallein;031934;Bahnhofstraße;5400;50205
50205;Hallein;13628;Hallein;031935;Banngasse;5400;50205
50205;Hallein;13628;Hallein;031937;Baumhofenweg;5400;50205
50205;Hallein;13628;Hallein;031939;Bayrhamerplatz;5400;50205
50205;Hallein;13628;Hallein;031941;Björnstadstraße;5400;50205
50205;Hallein;13628;Hallein;031942;Bräuerstraße;5400;50205
50205;Hallein;13628;Hallein;031944;Bruckhäuserplatz;5400;50205
50205;Hallein;13628;Hallein;031952;Bürgerspitalplatz;5400;50205
50205;Hallein;13628;Hallein;031953;Burgfriedstraße;5400;50205
50205;Hallein;13628;Hallein;031958;Davisstraße;5400;50205
50205;Hallein;13628;Hallein;031959;Degelestraße;5400;50205
50205;Hallein;13628;Hallein;031960;Döttlstraße;5400;50205
50205;Hallein;13628;Hallein;031962;Dorrekstraße;5400;50205
50205;Hallein;13628;Hallein;031967;Ederstraße;5400;50205
50205;Hallein;13628;Hallein;031968;Edtwerkstraße;5400;50205
50205;Hallein;13628;Hallein;031969;Egglriedlweg;5400;50205
50205;Hallein;13628;Hallein;031971;Ehrenthalerstraße;5400;50205
50205;Hallein;13628;Hallein;031972;Elsenheimerweg;5400;50205
50205;Hallein;13628;Hallein;031977;Färbertorgasse;5400;50205
50205;Hallein;13628;Hallein;031978;Ferchlstraße;5400;50205
50205;Hallein;13628;Hallein;031982;Flösserweg;5400;50205
50205;Hallein;13628;Hallein;031983;Florianiplatz;5400;50205
50205;Hallein;13628;Hallein;031989;Fürstenstraße;5400;50205
50205;Hallein;13628;Hallein;031991;Gampertorplatz;5400;50205
50205;Hallein;13628;Hallein;031992;Gamperstraße;5400;50205
50205;Hallein;13628;Hallein;031993;Gamperstraße Süd;5400;50205
50205;Hallein;13628;Hallein;031996;Gasteigweg;5400;50205
50205;Hallein;13628;Hallein;032002;Goldgasse;5400;50205
50205;Hallein;13628;Hallein;032003;Gollingertorgasse;5400;50205
50205;Hallein;13628;Hallein;032006;Griesmeisterplatz;5400;50205
50205;Hallein;13628;Hallein;032007;Griesmeisterstraße;5400;50205
50205;Hallein;13628;Hallein;032008;Griestorgasse;5400;50205
50205;Hallein;13628;Hallein;032012;Gruberplatz;5400;50205
50205;Hallein;13628;Hallein;032019;Hallburgstraße;5400;50205
50205;Hallein;13628;Hallein;032022;Hallfahrtufer;5400;50205
50205;Hallein;13628;Hallein;032031;Henriksenplatz;5400;50205
50205;Hallein;13628;Hallein;032032;Hintnerhofstraße;5400;50205
50205;Hallein;13628;Hallein;032033;Hochgerichtweg;5400;50205
50205;Hallein;13628;Hallein;032037;Hoher Weg;5400;50205
50205;Hallein;13628;Hallein;032046;Kastenstraße;5400;50205
50205;Hallein;13628;Hallein;032047;Kellnerstraße;5400;50205
50205;Hallein;13628;Hallein;032049;Khuenburggasse;5400;50205
50205;Hallein;13628;Hallein;032052;Kleizergasse;5400;50205
50205;Hallein;13628;Hallein;032055;Koflerstraße;5400;50205
50205;Hallein;13628;Hallein;032056;Kornsteinplatz;5400;50205
50205;Hallein;13628;Hallein;032058;Krautgasse;5400;50205
50205;Hallein;13628;Hallein;032059;Kuffergasse;5400;50205
50205;Hallein;13628;Hallein;032061;Lacknerweg;5400;50205
50205;Hallein;13628;Hallein;032063;Lindorferplatz;5400;50205
50205;Hallein;13628;Hallein;032064;Löwensternstraße;5400;50205
50205;Hallein;13628;Hallein;032067;Mauttorpromenade;5400;50205
50205;Hallein;13628;Hallein;032069;Metzgergasse;5400;50205
50205;Hallein;13628;Hallein;032072;Molnarplatz;5400;50205
50205;Hallein;13628;Hallein;032074;Moritzengasse;5400;50205
50205;Hallein;13628;Hallein;032079;Neue-Heimat-Straße;5400;50205
50205;Hallein;13628;Hallein;032080;Neugoldeggasse;5400;50205
50205;Hallein;13628;Hallein;032081;Neulandweg;5400;50205
50205;Hallein;13628;Hallein;032082;Neumayrplatz;5400;50205
50205;Hallein;13628;Hallein;032084;Niederhofgasse;5400;50205
50205;Hallein;13628;Hallein;032085;Niedertorplatz;5400;50205
50205;Hallein;13628;Hallein;032088;Obere Badgasse;5400;50205
50205;Hallein;13628;Hallein;032089;Oberer Markt;5400;50205
50205;Hallein;13628;Hallein;032090;Oberhofgasse;5400;50205
50205;Hallein;13628;Hallein;032091;Oedlstraße;5400;50205
50205;Hallein;13628;Hallein;032094;Pangrazgasse;5400;50205
50205;Hallein;13628;Hallein;032096;Parkstraße;5400;50205
50205;Hallein;13628;Hallein;032098;Partingtonstraße;5400;50205
50205;Hallein;13628;Hallein;032099;Pedersenstraße;5400;50205
50205;Hallein;13628;Hallein;032101;Pfannhauserplatz;5400;50205
50205;Hallein;13628;Hallein;032102;Pfarrgasse;5400;50205
50205;Hallein;13628;Hallein;032103;Pflegerplatz;5400;50205
50205;Hallein;13628;Hallein;032105;Pingitzzerkai;5400;50205
50205;Hallein;13628;Hallein;032108;Postgasse;5400;50205
50205;Hallein;13628;Hallein;032109;Pramerplatz;5400;50205
50205;Hallein;13628;Hallein;032110;Praschweg;5400;50205
50205;Hallein;13628;Hallein;032113;Rainerkai;5400;50205
50205;Hallein;13628;Hallein;032114;Raitenaustraße;5400;50205
50205;Hallein;13628;Hallein;032117;Rechenweg;5400;50205
50205;Hallein;13628;Hallein;032127;Robertplatz;5400;50205
50205;Hallein;13628;Hallein;032129;Rotgerberweg;5400;50205
50205;Hallein;13628;Hallein;032133;Ruprechtgasse;5400;50205
50205;Hallein;13628;Hallein;032134;Salzburgerstraße;5400;50205
50205;Hallein;13628;Hallein;032135;Salzachtalstraße;5400;50205
50205;Hallein;13628;Hallein;032137;Salzgasse;5400;50205
50205;Hallein;13628;Hallein;032140;Schärfplatz;5400;50205
50205;Hallein;13628;Hallein;032141;Schaitbergerstraße;5400;50205
50205;Hallein;13628;Hallein;032142;Schanzplatz;5400;50205
50205;Hallein;13628;Hallein;032144;Schiemerstraße;5400;50205
50205;Hallein;13628;Hallein;032145;Schifferplatz;5400;50205
50205;Hallein;13628;Hallein;032148;Schöndorferplatz;5400;50205
50205;Hallein;13628;Hallein;032149;Schopperweg;5400;50205
50205;Hallein;13628;Hallein;032151;Schützengasse;5400;50205
50205;Hallein;13628;Hallein;032152;Schützinggasse;5400;50205
50205;Hallein;13628;Hallein;032153;Schwarzstraße;5400;50205
50205;Hallein;13628;Hallein;032162;Ursulaplatz;5400;50205
50205;Hallein;13628;Hallein;032163;Steglandweg;5400;50205
50205;Hallein;13628;Hallein;032167;Steinhauserpromenade;5400;50205
50205;Hallein;13628;Hallein;032170;Sulzeneggstraße;5400;50205
50205;Hallein;13628;Hallein;032174;Thunstraße;5400;50205
50205;Hallein;13628;Hallein;032182;Unterer Markt;5400;50205
50205;Hallein;13628;Hallein;032187;Vogelwaidtweg;5400;50205
50205;Hallein;13628;Hallein;032193;Weißgerberweg;5400;50205
50205;Hallein;13628;Hallein;032195;Wesselpromenade;5400;50205
50205;Hallein;13628;Hallein;032196;Wichtlhuberstraße;5400;50205
50205;Hallein;13628;Hallein;032199;Wiesengasse;5400;50205
50205;Hallein;13628;Hallein;032203;Winklerstraße;5400;50205
50205;Hallein;13628;Hallein;032205;Zatloukalstraße;5400;50205
50205;Hallein;13628;Hallein;032206;Zechnerstraße;5400;50205
50205;Hallein;13628;Hallein;058876;Wüstenrotstraße;5400;50205
50205;Hallein;13628;Hallein;064986;Kalkofenweg;5400;50205
50205;Hallein;13628;Hallein;072782;Griesplatz;5400;50205
50205;Hallein;13628;Hallein;074099;Pernerweg;5400;50205
50205;Hallein;13628;Hallein;074100;Pfleggartenweg;5400;50205
50205;Hallein;13628;Hallein;097353;Schnöllwiesenweg;5400;50205
50205;Hallein;13628;Hallein;102766;Griestorplatz;5400;50205
50205;Hallein;13628;Hallein;110626;Dürrnberg-Landesstraße;5422;50205
50205;Hallein;13628;Hallein;110629;Domenigweg;5422;50205
50205;Hallein;13628;Hallein;110630;Antoniusweg;5400;50205
50205;Hallein;13628;Hallein;114299;Austraße;5400;50205
50205;Hallein;13629;Neualm;031927;Am Mühlbach;5400;50205
50205;Hallein;13629;Neualm;031930;Auerweg;5400;50205
50205;Hallein;13629;Neualm;031932;Am Ausfergenufer;5400;50205
50205;Hallein;13629;Neualm;031943;Brechmühlweg;5400;50205
50205;Hallein;13629;Neualm;031947;Brückenweg;5400;50205
50205;Hallein;13629;Neualm;031950;Buchhammerweg;5400;50205
50205;Hallein;13629;Neualm;031975;Esterhazystraße;5400;50205
50205;Hallein;13629;Neualm;031987;Boschstraße;5400;50205
50205;Hallein;13629;Neualm;032020;Halleiner Landesstraße;5400;50205
50205;Hallein;13629;Neualm;032024;Hammerstraße;5400;50205
50205;Hallein;13629;Neualm;032026;Hanlhofweg;5400;50205
50205;Hallein;13629;Neualm;032027;Haselnußauweg;5400;50205
50205;Hallein;13629;Neualm;032028;Haspingerweg;5400;50205
50205;Hallein;13629;Neualm;032029;Hauserhofweg;5400;50205
50205;Hallein;13629;Neualm;032039;Hühnerauweg;5400;50205
50205;Hallein;13629;Neualm;032043;Jellmollistraße;5400;50205
50205;Hallein;13629;Neualm;032044;Kahlspergweg;5400;50205
50205;Hallein;13629;Neualm;032045;Kastenhofweg;5400;50205
50205;Hallein;13629;Neualm;032078;Neualmerstraße;5400;50205
